Country,seller_name,address,phone_No,join_date,rating,information,seller_id,seller_url,seller_image_url,collection_by_User
USA,Geobkseller,"Lawrenceville, GA, U.S.A.", +1 (404) 451-7112,27:12:2019,1,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",66134661,https://www.abebooks.com/geobkseller-lawrenceville-ga-u.s.a/66134661/sf,,{}
USA,Gene The Book Peddler,"Winchester, NH, U.S.A.",,18:09:2003,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",2802405,https://www.abebooks.com/gene-the-book-peddler-winchester-nh/2802405/sf,/images/bookseller-homepages/4.jpg,"{'Advance Reading Copy_Gene The Book Peddler': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/6OwaJe5ljYVza3KwNmd8Dv.png', 'Aircraft_Gene The Book Peddler': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/52ehSVhxKT8BYvLc5CXLDb.png', 'Animals_Gene The Book Peddler': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/2ScEbDkci7VAc1ftGhZ9ZK.png', 'Architecture_Gene The Book Peddler': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5WUNglhjE9qf1HALZMeVt9.png', 'ART_Gene The Book Peddler': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/1hxRzE80XQRc38ibs1ecxQ.png', 'Autobiography_Gene The Book Peddler': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/1ycayx9y4IqUlP2Pw2aB0a.png'}"
USA,"Gene W. Baade,  Books on the West","824 Lynnwood Ave NERenton, WA, U.S.A.
          98056", +1 425-271-6481,07:09:2001,5,"VISIT OUR WEBSITE AT www.booksonthewest.com. For direct purchases contact us at (425) 271-6481 or email bookwest@q.com. We accept personal checks & Paypal. From time to time we produce catalogues of primarily non-fiction books on the American and Canadian West which are available on our website or by request. We also carry a stock of unusual titles, and modern fiction & non-fiction. Since 1988 our outfit has been noted for quality customer service & protective packaging for shipment. Oh, by the way, the guy on the left is one of our happy customers!",850625,https://www.abebooks.com/gene-w-baade%2c-books-west-renton/850625/sf,https://pictures.abebooks.com/storefront/850625/VendorStoreFront.jpg,"{'Alaska_Gene W. Baade,  Books on the West': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/F2NbW6Raa1NT5YoPmYr2f.png', 'ARC_Gene W. Baade,  Books on the West': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/3BqOvQs5BgcSY6bHcub5nY.png', 'Arctic_Gene W. Baade,  Books on the West': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/1KahGKkXWjtPFuJ8pYUeNi.png', 'Arizona_Gene W. Baade,  Books on the West': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/qEN8KGju7RP2R6Ru6ewIa.png', 'Art Antiques & Photography_Gene W. Baade,  Books on the West': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/6NqqmLoFeeJ4aUmkc5UmNH.png', 'Bibliography, Book Collecting, and Printing_Gene W. Baade,  Books on the West': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/242IeE7Rz5mrPCc0QGg7ZR.png'}"
USA,Gene Sperry Books,"4 Norman RoadQuincy, MA, U.S.A.
          02169", +1 508 649 2906,07:05:2001,3,"At GENE SPERRY BOOKS, we are professional online booksellers with many years of experience.  We're always happy to answer your questions via telephone or email. Telephone: 508 649 2906  Email: gsbookman@aol.com.
All our books are professionally packaged to avoid damage during shipping. Order with confidence; your money will be cheerfully refunded if you are not satisfied. Thank you for choosing Gene Sperry Books!",844451,https://www.abebooks.com/gene-sperry-books-quincy-ma-u.s.a/844451/sf,https://pictures.abebooks.com/storefront/844451/VendorStoreFront.jpg,"{'African American_Gene Sperry Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/6etNeWKD7unB21qKy80NCP.png', 'Americana_Gene Sperry Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/35k3grvoJ8I7BtN4xOb9r6.png', 'Animals_Gene Sperry Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/1tBWiExdXm6KghcFroCAH1.png', 'Architecture_Gene Sperry Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/6OwkJqbYbuKDdxTSsB3kxL.png', 'Art History_Gene Sperry Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/2oqCo2vH41h61tK3BpXZoV.png', 'Autobiography_Gene Sperry Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/1yJuLOCHf6zddMeTK5X7GJ.png'}"
USA,Gebhard and Burkhart  Books,"1871 SW 13th StreetMiami, FL, U.S.A.
          33145",,15:02:2001,5,Since 1988.,763551,https://www.abebooks.com/gebhard-and-burkhart-books-miami-fl/763551/sf,,{}
USA,G C Metro Books,"Pennsauken, NJ, U.S.A.",,22:03:2023,4,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",64621979,https://www.abebooks.com/g-c-metro-books-pennsauken-nj/64621979/sf,,{}
USA,Gay Historical,"Seattle, WA, U.S.A.",,20:10:2022,5,"A marvelous and growing assembly of prints, posters, magazines and books in new or slightly used condition from eclectic and private collections. Come discover a rare treasure! Peruse the stacks and see if you can find something for which you have been looking in the areas of history, photography, art, LGBT, architecture, travel, biography and auto-biography, or sex and sexuality. ",70654978,https://www.abebooks.com/gay-historical-seattle-wa-u.s.a/70654978/sf,/images/bookseller-homepages/4.jpg,{}
USA,Gavin's Books,"230 E Betteravia RdSte K
          
          Santa Maria, CA, U.S.A.
          93454", +1 805-922-4282,16:01:2015,5,"We are a used bookstore with new and used books and DVD's. We carry general stock items as well as editions out of print, collectible and signed.",59740435,https://www.abebooks.com/gavins-books-santa-maria-ca-u.s.a/59740435/sf,https://pictures.abebooks.com/storefront/59740435/VendorStoreFront.jpg,"{""Alt Hist_Gavin's Books"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/2KNvPpHuRQNFU4eOPJz3W6.png', ""American Civil War_Gavin's Books"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/1Ah9qX403T6t3RqveZFkOW.png', ""Animals_Gavin's Books"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/4hG3xXgvqPWq3J8x10xP1m.png', ""Architecture_Gavin's Books"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/DLbwNNkRKIm74O4DLOtbH.png', ""Art_Gavin's Books"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/1pzS4id7nDwWAkvHmwlabc.png', ""Aviation_Gavin's Books"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7VgFYsLu011f6YVajpqAEY.png'}"
USA,Gary and Laura Maurer Collectibles,"Chicago, IL, U.S.A.",,05:08:2022,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",52284915,https://www.abebooks.com/gary-and-laura-maurer-collectibles-chicago/52284915/sf,,{}
USA,"Garrett Scott, Bookseller (ABAA)","ANN ARBOR, MI, U.S.A.",,29:04:2009,4,"An antiquarian bookseller since 1998, specializing in the marginal material of the American 19th century.",67946,https://www.abebooks.com/garrett-scott%2c-bookseller-abaa-ann-arbor/67946/sf,https://pictures.abebooks.com/storefront/67946/VendorStoreFront.jpg,{}
USA,Garlock Books,"Salem, OR, U.S.A.",,19:04:2012,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",57788627,https://www.abebooks.com/garlock-books-salem-or-u.s.a/57788627/sf,,{}
USA,Gallery BookArts,"1700 G Street, NWOn Liberty Plaza, Next to the White House
          
          Washington, DC, U.S.A.
          20006", +1 2027760006,22:12:2022,4,"Book Arts is the culmination of the collective efforts of gifted American and Florentine bookbinders, conservators, book artists, letterpress printers and leather craftsmen. Inspired by the classic Florentine atelier, Book Arts coalesces a life-time of experience to make available timeless works with finest uncompromising  services, employing the arts of fine binding.
=========
STEPHEN L. VANILIO was born into a family of art book binders with a legacy of more than 100 years. Mr. Vanilio was imbued--from an early age-- with a reverence for books, fine book design, and an appreciation for their power to be provocative. Mr. Vanilio has created fine bindings and other objects for Presidents Carter, Reagan, G.H.W. Bush, Clinton, G.W. Bush, Obama and Trump personally, and as state gifts presented to foreign heads of state. His work is in numerous palaces, institutional libraries and private collections throughout the world.
Other clients have included notables in the worlds of the arts, entertainment and industry, foreign governments, the Holocaust Memorial Museum, the Smithsonian, and the Vatican.  In 2010, Mr. Vanilio was appointed to the Hermitage Museum Foundation Advisory Board. Mr. Vanilio received his A.B. from Kenyon College, and his M.A. from The Johns Hopkins School of Advanced International Studies, (SAIS) Bologna, Italy.",65636569,https://www.abebooks.com/gallery-bookarts-washington-dc-u.s.a/65636569/sf,https://pictures.abebooks.com/storefront/65636569/VendorStoreFront.jpg,{}
USA,G.A.F. International,"Vista, CA, U.S.A.", +1 760 505 3385,18:09:2015,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",59779905,https://www.abebooks.com/g.a.f-international-vista-ca-u.s.a/59779905/sf,,{}
USA,Fun Books 4U,"Atlanta, GA, U.S.A.",,19:07:2011,4,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",2777295,https://www.abebooks.com/fun-books-4u-atlanta-ga-u.s.a/2777295/sf,,{}
USA,"Furrowed Brow Books, IOBA","St. Paul, MN, U.S.A.",,21:05:2021,5,"Furrowed Brow Books has been providing online booksales for over ten years. We have an eclectic selection, while providing specialty offerings in Eastern Orthodoxy and Byzantine civilization, theology, science fiction/fantasy, and military history.

If you have a book collection you are interested in parting with in one of our specialty areas, we'd be happy to visit with you about making an offer on it.

Thanks for stopping by!

Furrowed Brow Books
St. Paul, MN	55106 USA
Email: info@furrowedbrowbooks.com
",50695293,https://www.abebooks.com/furrowed-brow-books%2c-ioba-st-paul/50695293/sf,https://pictures.abebooks.com/storefront/50695293/VendorStoreFront.jpg,"{'American Civil War_Furrowed Brow Books, IOBA': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/zTKMPH9rihkB20oAhJK5E.png', 'Art and Architecture_Furrowed Brow Books, IOBA': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7fgfMcEU0hCz9UxnKjGEF1.png', 'Byzantine Studies_Furrowed Brow Books, IOBA': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/707796JvHukneC2vCUP2PV.png', 'Christian Mysticism and Theosophy_Furrowed Brow Books, IOBA': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/2PugnmJ6hqUuPHOvGF0tXn.png', 'Christianity_Furrowed Brow Books, IOBA': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/6DKAWrsuLZhvXOmQ8KBSa4.png', 'Civilization_Furrowed Brow Books, IOBA': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/4AXSm3m4bjn3D5E4vmIY0y.png'}"
USA,Friends Online Books CV,"365 F StreetChula Vista, CA, U.S.A.
          91910",,22:05:2003,4,"All money raised by our online bookstore is used to support the Chula Vista Public Library and its programs and events.
We are a California non-profit (501-C-3) corporation operated by volunteers.  ",2876472,https://www.abebooks.com/friends-online-books-cv-chula-vista/2876472/sf,/images/bookseller-homepages/4.jpg,{}
USA,Friends of the Salem Public Library,"Salem, OR, U.S.A.", +1 503-362-1755,06:02:2007,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",51930391,https://www.abebooks.com/friends-of-the-salem-public-library/51930391/sf,,{}
USA,Friends of the Waynesboro Library,"1103 A Mississippi DriveWaynesboro, MS, U.S.A.
          39367", +1 (601) 735-2268,11:10:2021,4,"The Friends of the Waynesboro-Wayne County Library was established in 1993, selling pottery, magazines, books, candles, office supplies, seasonal wreaths, Bible covers,
snacks, and jewelry.",83594166,https://www.abebooks.com/friends-of-the-waynesboro-library-waynesboro/83594166/sf,https://pictures.abebooks.com/storefront/83594166/VendorStoreFront.jpg,{}
USA,Friends of the Hudson Public Library Ltd,"Hudson, WI, U.S.A.",,31:03:2010,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",55425708,https://www.abebooks.com/friends-hudson-public-library-hudson-wi/55425708/sf,,{}
USA,Friends of the Brownsburg Public Library,"Brownsburg, IN, U.S.A.",,22:05:2020,2,"The Friends of the Brownsburg Public Library offers a selection of gently used and vintage books.  All proceeds benefit library programming.  

*Please note we cannot ship outside of the continental United States.*",73227175,https://www.abebooks.com/friends-of-the-brownsburg-public-library/73227175/sf,,{}
USA,Friends of the Curtis Memorial Library,"23 Pleasant St.Brunswick, ME, U.S.A.
          04011",,07:12:2015,5,"Selling quality used books and media in benefit of the Curtis Memorial Library and run by the volunteers of the Curtis Friends, our storefront, Twice-Told Tales Quality Used Books, is located in downtown Brunswick, Maine, at 200 Maine Street, across from the town green. Hours are 10 AM to 4 PM, Monday through Saturday. Everything in our bright and spacious store is well-organized by genre and author for easy browsing. We take extra care to make sure that everything that we sell is clean and in excellent condition, and we are always happy to help customers find the right book. Come by for a browse if you are in town!",63053619,https://www.abebooks.com/friends-of-the-curtis-memorial-library/63053619/sf,https://pictures.abebooks.com/storefront/63053619/VendorStoreFront.jpg,{}
USA,Friendly Used Books,"PO Box 6386Omaha, NE, U.S.A.
          68106",,07:04:1997,5,"We have been collecting and selling books for over 30 years. We grade books and dust wrappers conservatively, providing an accurate and complete description for every book.  We will never grade a book ""acceptable""; as a completely subjective term, it has no place in a bookseller's catalogue.  The term ""first edition"" applies only to a book's first printing.  All listings have at least one photograph.  Please request others if necessary. All books are shipped with delivery confirmation, and are well packed. ",6086,https://www.abebooks.com/friendly-used-books-omaha-ne-u.s.a/6086/sf,/images/bookseller-homepages/7.jpg,"{'American History_Friendly Used Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/3eXol3P33UVjkApoei5Pp7.png', 'Antiquarian and Collectible Books_Friendly Used Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/40IeIAUdcanw3Jxmac9y6I.png', 'Art_Friendly Used Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/77RrVtfL0DaEQGmyGLz02b.png', 'Biography_Friendly Used Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/4XtsCYroYqA3p9ksMsgBUc.png', 'Collectibles & Hobbies_Friendly Used Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/xL7Lie64K5WXaJ5cio67X.png', 'Cultural Studies_Friendly Used Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/3pzZjpro8PuyuDimKaXayf.png'}"
USA,French and European Publications Inc,"New York, NY, U.S.A.",,13:11:2019,4,"In 1935, Isaac Molho and partners opened Librairie de France (French & European Publications Inc.) at 30 Rockefeller Plaza in New York City. During WWII the shop served as an important voice of the oppressed people of Nazi-occupied France. It featured the books of French authors who had fled their country after the German invasion. The most famous of these books would have to be The Little Prince by Antoine de Saint-Exupery.

In October of 1944 (after the Allied liberation of France) the exiled French writer JACQUES MARITAIN voiced his great appreciation for Librairie de France:

I congratulate the effort the Librairie de France made to help maintain French culture in the New World during the Second World War. In the very dark days of 1940, when disaster overwhelmed hearts, when the surrender accepted by the Vichy government announced publicly that France was defeated, and American schools diverted the study of the French language in favor of Spanish the launch in New York [of a publisher] in French editions appeared foolish. Aware of their moral responsibilities towards France, the directors of the Librairie de France had enough energy and ambition to take this initiative. They began their task as editors in the Autumn of 1940.

In the free land of the United States, the works of French expression could thus continue to appear, and try to give a voice to the gagged people of France. Through the walls of [German] censorship, French authors could continue to appear in spirit and in reality along with a few books passed as contraband, and a day will come when the French people will read [the books] that were written for them. [It would be many months before book publishing and book sales returned to the newly-liberated French]

[The directors of Librairie de France] could also continue to give witness [to work written from within occupied France]. No longer receiving anything from France, the general public was for a moment disconcerted. And all those in the New World who cherish French language and thought could continue to hear the voices of the oppressed writers of France who did their best during the silence imposed by force. The liberation of the country will finally allow them to make known in France and the world the works prepared during four years of darkness or heroically published as clandestine editions.

Since 1940 the Librairie de France has been a considerable achievement, which proclaims both the vitality of French culture in this country and the depth of the Franco-American friendship, and it served usefully this culture and friendship. I would like to express to the Librairie de France the recognition of a French writer who found with her the most dedicated cooperation in everything he undertook to serve on this hospitable land the cause of France and freedom.

The Librairie de France brick-and-mortar bookstore closed its doors in 2009, but they still run a mail-order business (French & European Publications Inc.) selling thousands of leftover unused rare books.

(Thanks to Andrew Brozyna for this beautifully-written review)",2707184,https://www.abebooks.com/french-and-european-publications-inc-york/2707184/sf,,{}
USA,Frey Fine Books,"Rougemont, NC, U.S.A.",,14:01:2013,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",53389994,https://www.abebooks.com/frey-fine-books-rougemont-nc-u.s.a/53389994/sf,,"{'Antiques & Collectibles_Frey Fine Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/vrXjiB91NPPAAehSONMiJ.png', 'Architecture_Frey Fine Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5LUhBVgMyCYffZoGtFjckN.png', 'Art_Frey Fine Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/4o7Hoh3hR95Psg6GY3Vou2.png', 'Biography & Autobiography_Frey Fine Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/2Azi4YCWxMRCOEezGY8Zfh.png', 'Business & Economics_Frey Fine Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5RwoK3e9fUggLMN3xZDOKj.png', ""Children's Fiction_Frey Fine Books"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/3YJTY1Jjm0kBugNR4lv9iC.png'}"
USA,Free Shipping Books,"Ogden, UT, U.S.A.", +1 855-702-6657,01:12:2005,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",8938484,https://www.abebooks.com/free-shipping-books-ogden-ut-u.s.a/8938484/sf,,{}
USA,Frank Martignon Bookseller,"Doraville, GA, U.S.A.",,03:02:2000,5,Out-of-print books in quality condition. Modern first editions. University Press books. Fine Art books. History. Critical studies. Occult. Erotica. Signed & Limited editions. >>> Over forty years experience buying and selling books. ,389900,https://www.abebooks.com/frank-martignon-bookseller-doraville-ga-u.s.a/389900/sf,/images/bookseller-homepages/7.jpg,{}
USA,Fred M. Wacholz,"Elkhart, IN, U.S.A.",,18:10:2011,5,Vast array of book categories will be found in my list. I deal with a lot of military books and books about different wars. Take a stroll through my list and let me know if you are looking for something that you don't see. ,152556,https://www.abebooks.com/fred-m-wacholz-elkhart-in-u.s.a/152556/sf,/images/bookseller-homepages/5.jpg,"{'American History_Fred M. Wacholz': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/6pigB1rsucrqzzkufl9XhB.png', 'Animals_Fred M. Wacholz': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/1hZFSgGARv0MUY8kctHG9U.png', 'Automotive_Fred M. Wacholz': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/672jL7WKvCFfwyKTM1G04o.png', 'Aviation_Fred M. Wacholz': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/27sVsMWonm6ThkjSmtlfon.png', 'Bridge Card Game_Fred M. Wacholz': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/6QONGW1BpyAHF6MenWyrpz.png', 'Chicago history_Fred M. Wacholz': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/6VYyMn39SnPnN97eRYGrPb.png'}"
USA,Four Winds Books,"Martinsburg, WV, U.S.A.",,28:04:2021,4,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",50334,https://www.abebooks.com/four-winds-books-martinsburg-wv-u.s.a/50334/sf,,{}
USA,"Franklin Gilliam :: Rare Books, A.B.A.A.","Charlottesville, VA, U.S.A.", +1 434-979-2512,15:11:1998,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",99122,https://www.abebooks.com/franklin-gilliam-rare-books%2c-a.b.a.a-charlottesville/99122/sf,,{}
USA,Foundation for Gaian Studies,"SILVER CITY, NM, U.S.A.",,07:06:2022,4,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",486455,https://www.abebooks.com/foundation-for-gaian-studies-silver-city/486455/sf,,{}
USA,Four Daughters Books,"Norwalk, CT, U.S.A.",,20:10:2022,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",73987922,https://www.abebooks.com/four-daughters-books-norwalk-ct-u.s.a/73987922/sf,,"{""Children's Books_Four Daughters Books"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/6gIFXDwqtTycyMF6N8XCfX.png', 'Classic literature_Four Daughters Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/2eLD1R7zpsMP2OUcvCyp7e.png', 'Cookbooks_Four Daughters Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/QD36qnHc6zPABpKxuDTgD.png', 'Mid-Century Cookbooks_Four Daughters Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5WSdDeYYDChj57EY4p0W25.png'}"
USA,Four Seasons Books,"114 W GermanShepherdstown, WV, U.S.A.
          25443", +1 (304)876-3486,20:08:2019,5,"Four Seasons Books is a family owned and operated bookstore founded in 1991.

Located in the heart of downtown historic Shepherdstown, West Virginia, a small college town on the Upper Potomac River, Four Seasons Books offers a unique selection of quality books.

We are a full service bookstore providing a complete array of personalized services.",495627,https://www.abebooks.com/four-seasons-books-shepherdstown-wv-u.s.a/495627/sf,https://pictures.abebooks.com/storefront/495627/VendorStoreFront.jpg,{}
USA,fourleafclover books,"Malvern M. Jones, Bookseller4324 DeTonty St.
          
          St. Louis, MO, U.S.A.
          63110",,18:03:2021,5,"Specializing in hard to find books, ephemera.  Search our Irish Heritage collection and special cookbooks.",52446151,https://www.abebooks.com/fourleafclover-books-st-louis-mo-u.s.a/52446151/sf,https://pictures.abebooks.com/storefront/52446151/VendorStoreFront.jpg,"{'Agatha Christie_fourleafclover books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/6BqkiiPl6mQXegkdXNLahv.png', 'All Birds_fourleafclover books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/R6Rz4ku7Xq1o1bifikQZD.png', 'Animals, Pets, Horses_fourleafclover books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/4MNzsVe0jJNYhyXacEQUcg.png', 'Antiquarian and Rare_fourleafclover books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/oWqYjOCqWyKnZhCQmNpPF.png', 'Architecture_fourleafclover books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/4zTKo2SKFRopQhIaCAupaZ.png', 'Architecture (Interior Design)_fourleafclover books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5Bbl6pRMskDnFkVp2coEhP.png'}"
USA,ForYourEyesOnly,"Belleview, FL, U.S.A.",,21:09:2021,5,Literature of the highest quality and uniqueness for mature collectors (Adults Only).  Some of our items are so rare as to quite possibly be singular.,83501206,https://www.abebooks.com/foryoureyesonly-belleview-fl-u.s.a/83501206/sf,/images/bookseller-homepages/4.jpg,{}
USA,For the Love of Used Books,"Bristol, PA, U.S.A.",,07:10:2020,4,"Please browse the books I have for sale by checking out the different Catalogs of books or by clicking ""View this Seller's Items"" or by searching the author/title name. I hope you find a ""new for you"" book to enjoy!
-------------------------------------
ABOUT ME & MY STORE:
My  name is Gretchen, and I love books! I especially love Used Books, because they are so much more affordable than buying a new book. I also have Vintage/Rare Books for sale!

My goal is to use this small online store to help launch a Brick and Mortars Used Bookstore (and coffee shop). So your purchase helps support a small business! ",73965486,https://www.abebooks.com/for-the-love-of-used-books/73965486/sf,/images/bookseller-homepages/4.jpg,"{'2022 New Releases_For the Love of Used Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7daXfslMMPHkJ2ZcLZFDYy.png', 'Action & Adventure_For the Love of Used Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7HkzgddVSvYoPXibOGc4pd.png', 'Animals_For the Love of Used Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/2Aek9Waq5PpbpVFpGMxpSK.png', 'Biography_For the Love of Used Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/4k6GgzYA1v7isf5CRbHmTr.png', 'Business_For the Love of Used Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/2tGtsjLOxsHsbJDW4UHLZf.png', 'Childrens_For the Love of Used Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/2Hb39PA5oMqwbp7ps3ybjd.png'}"
